10000	1000	100	2000	
        47	   785.703	   606.044	       1	       1
       245	   683.383	   800.000	       1	       1
       918	   335.910	   851.261	       1	       1
        82	   373.168	   942.925	       1	       1
       777	   855.754	   790.662	       1	       1
       915	   214.821	   262.161	       1	       1
       725	   520.088	   625.473	       1	       1
       655	   199.011	   307.517	       1	       1
       857	   378.033	   604.196	       1	       1
       970	   551.858	   711.356	       1	       1
       154	   236.664	   267.670	       1	       1
       139	   591.662	   469.379	       1	       1
       982	    73.269	   596.966	       1	       1
       593	   628.558	   381.962	       1	       1
       759	   409.915	   707.578	       1	       1
       518	    48.537	   747.073	       1	       1
       400	   862.413	    30.216	       1	       1
       291	   263.192	   506.351	       1	       1
       188	   505.332	   954.870	       1	       1
       286	   199.934	   342.226	       1	       1
       264	   499.683	   209.534	       1	       1
       367	    85.360	   557.095	       1	       1
       924	   893.596	   120.544	       1	       1
       478	   424.077	   240.134	       1	       1
       917	   160.416	    49.118	       1	       1
       262	   605.404	   669.234	       1	       1
       500	   983.378	   920.428	       1	       1
       678	   658.850	   712.284	       1	       1
       935	   918.716	   151.864	       1	       1
       408	   521.216	   530.417	       1	       1
       572	   244.218	   862.149	       1	       1
       590	   194.604	   115.334	       1	       1
       225	   773.090	   841.604	       1	       1
       993	   729.271	   776.587	       1	       1
       763	     5.818	   714.294	       1	       1
       513	   725.509	   717.254	       1	       1
       488	    98.957	   425.413	       1	       1
       874	   360.716	   963.891	       1	       1
        96	   486.674	   281.880	       1	       1
       151	   785.203	   217.073	       1	       1
       403	   695.606	   179.832	       1	       1
        17	   644.870	   154.909	       1	       1
       329	    23.442	   796.562	       1	       1
       839	    14.400	   964.407	       1	       1
       544	   218.045	   838.014	       1	       1
       323	   777.611	   910.542	       1	       1
       523	   128.579	   283.405	       1	       1
       906	   700.875	   804.669	       1	       1
       326	   510.076	   854.132	       1	       1
       219	   910.435	   605.408	       1	       1
       274	   463.131	   353.099	       1	       1
       738	   526.457	   368.221	       1	       1
       663	   245.874	   187.228	       1	       1
       637	   394.548	   843.895	       1	       1
       441	   310.307	   455.595	       1	       1
       643	   335.669	   724.504	       1	       1
       466	   499.976	   168.769	       1	       1
       552	   941.826	   947.969	       1	       1
        81	    20.361	   747.465	       1	       1
       397	   583.512	   104.606	       1	       1
       464	   196.524	   128.799	       1	       1
       927	   518.657	   878.096	       1	       1
       571	   881.922	   643.303	       1	       1
       323	   510.730	   752.440	       1	       1
       525	   130.605	   758.050	       1	       1
       974	   122.112	   273.174	       1	       1
       802	   362.487	   236.211	       1	       1
       507	   847.820	   957.255	       1	       1
        53	   565.195	   544.504	       1	       1
       598	   831.603	   912.847	       1	       1
        36	   126.446	   371.627	       1	       1
       830	   525.851	    56.417	       1	       1
       346	   679.249	    12.660	       1	       1
       631	   990.376	   516.790	       1	       1
       893	   961.800	   747.393	       1	       1
       307	   958.759	   833.276	       1	       1
       476	   681.197	   898.200	       1	       1
        25	   984.074	   114.542	       1	       1
        74	   973.951	   585.766	       1	       1
       206	   590.675	   959.293	       1	       1
        35	   313.631	   883.576	       1	       1
       377	   111.337	   531.677	       1	       1
       748	   624.168	   941.701	       1	       1
       481	   301.844	   262.034	       1	       1
       913	   388.381	    52.379	       1	       1
       292	   935.936	   232.440	       1	       1
       675	    76.051	   714.883	       1	       1
       626	   505.453	   685.625	       1	       1
        32	   247.563	   727.110	       1	       1
       787	   284.923	   363.920	       1	       1
       717	   743.033	   402.236	       1	       1
       136	   208.517	   839.357	       1	       1
       289	   217.841	   603.706	       1	       1
       391	   705.831	   286.594	       1	       1
       366	   709.289	   214.631	       1	       1
       165	    59.922	   976.930	       1	       1
       943	   659.007	   752.491	       1	       1
       323	   487.232	   749.312	       1	       1
       605	   168.012	   567.430	       1	       1
       176	   178.112	   370.978	       1	       1
       658	   355.469	   112.934	       1	       1
       298	   513.013	   106.686	       1	       1
       428	   453.670	   881.247	       1	       1
       788	   725.810	   873.975	       1	       1
       289	   498.352	   930.003	       1	       1
       665	   916.341	   180.390	       1	       1
       761	   460.547	   696.760	       1	       1
        97	   524.553	   460.777	       1	       1
       803	   130.174	   164.149	       1	       1
       977	   114.443	   534.684	       1	       1
       253	   350.648	   298.131	       1	       1
       358	   781.022	    80.694	       1	       1
       596	   409.519	   577.043	       1	       1
       200	   786.548	   898.643	       1	       1
       312	   688.327	   723.088	       1	       1
       938	   790.263	    88.862	       1	       1
