800	300	30	2000	
        47	   816.008	   810.181	       3	       3
       245	    45.812	   112.778	       3	       3
       918	   387.828	   411.084	       3	       3
        82	   458.523	   883.795	       3	       3
       777	   735.732	   956.684	       3	       3
       915	   909.637	   474.168	       3	       3
       725	   277.405	   267.912	       3	       3
       655	   817.768	   837.249	       3	       3
       857	   656.316	   947.571	       3	       3
       970	    11.280	   192.349	       3	       3
       154	   735.354	   105.189	       3	       3
       139	   603.495	    96.268	       3	       3
       982	   680.019	   436.896	       3	       3
       593	   583.960	   109.961	       3	       3
       759	   573.521	   571.274	       3	       3
       518	   361.017	   325.464	       3	       3
       400	   958.700	   104.100	       3	       3
       291	   986.943	   636.677	       3	       3
       188	   387.135	   677.059	       3	       3
       286	   836.180	   589.997	       3	       3
       264	   982.142	   403.023	       3	       3
       367	   585.353	   967.264	       3	       3
       924	   670.932	   201.434	       3	       3
       478	    86.257	   504.989	       3	       3
       917	   991.451	   276.423	       3	       3
       262	   779.500	   828.290	       3	       3
       500	   994.365	   243.538	       3	       3
       678	   653.690	    47.570	       3	       3
       935	    37.428	   141.115	       3	       3
       408	   719.089	    82.199	       3	       3
       572	   688.116	   335.551	       3	       3
       590	   608.813	   421.406	       3	       3
       225	   106.211	   705.305	       3	       3
       993	   280.685	   129.384	       3	       3
       763	   776.215	   780.924	       3	       3
       513	   890.166	   261.559	       3	       3
       488	   510.599	   122.429	       3	       3
       874	   715.708	   980.042	       3	       3
        96	    77.779	   499.203	       3	       3
       151	   615.304	   224.212	       3	       3
       403	   837.804	   282.313	       3	       3
        17	   696.005	   981.992	       3	       3
       329	   555.059	   782.339	       3	       3
       839	   861.190	     6.607	       3	       3
       544	   745.322	     9.273	       3	       3
       323	   264.549	   514.514	       3	       3
       523	   999.769	   397.832	       3	       3
       906	   573.732	   199.675	       3	       3
       326	   639.059	   450.026	       3	       3
       219	   489.700	   116.076	       3	       3
       274	   889.375	   177.306	       3	       3
       738	   874.510	   669.736	       3	       3
       663	   847.790	   689.406	       3	       3
       637	   647.724	   242.512	       3	       3
       441	   585.579	   342.127	       3	       3
       643	   281.583	   809.564	       3	       3
       466	   991.654	   806.592	       3	       3
       552	   799.661	   550.979	       3	       3
        81	   501.636	   290.738	       3	       3
       397	   772.315	   981.390	       3	       3
       464	   124.280	   423.094	       3	       3
       927	   921.018	   700.061	       3	       3
       571	    44.837	   867.988	       3	       3
       323	   228.605	   972.268	       3	       3
       525	   842.486	   199.411	       3	       3
       974	   305.572	   110.286	       3	       3
       802	   484.322	   487.126	       3	       3
       507	   650.054	   562.050	       3	       3
        53	   143.943	     0.589	       3	       3
       598	   305.798	   565.125	       3	       3
        36	   886.920	   133.773	       3	       3
       830	   886.842	   289.887	       3	       3
       346	   515.217	   980.895	       3	       3
       631	   267.088	   887.493	       3	       3
       893	   880.343	   943.091	       3	       3
       307	   497.983	    58.137	       3	       3
       476	   333.439	   599.987	       3	       3
        25	   894.697	    70.685	       3	       3
        74	   204.483	   354.935	       3	       3
       206	   819.605	   722.448	       3	       3
        35	   838.838	    76.527	       3	       3
       377	   522.796	   429.816	       3	       3
       748	   161.938	   379.116	       3	       3
       481	   948.977	   415.930	       3	       3
       913	    59.449	   619.116	       3	       3
       292	   886.499	   642.831	       3	       3
       675	   574.344	   360.942	       3	       3
       626	   378.847	   888.396	       3	       3
