200	25	3	2000	
        47	   357.270	   569.494	       3
       245	   908.535	   160.971	       3
       918	   623.360	   466.880	       3
        82	    15.821	   345.172	       3
       777	   929.437	   225.040	       3
       915	   690.897	   592.512	       3
       725	   997.323	   312.270	       3
       655	   172.341	   916.306	       3
       857	   137.136	   909.636	       3
       970	   932.595	   257.118	       3
       154	   696.818	   110.891	       3
       139	    66.000	   192.963	       3
       982	   755.463	   499.584	       3
       593	   753.876	   728.586	       3
       759	   923.025	   208.194	       3
       518	   711.525	   248.034	       3
       400	   124.271	   851.672	       3
       291	    19.880	   415.849	       3
       188	    26.211	   616.685	       3
       286	    28.306	   233.666	       3
       264	   246.211	   101.967	       3
       367	   860.028	   515.857	       3
       924	   538.831	   477.141	       3
       478	   552.822	   152.672	       3
       917	   842.031	   621.806	       3
       262	   124.173	   544.010	       3
       500	   279.184	   654.137	       3
       678	   585.759	   144.546	       3
       935	   969.596	   751.528	       3
       408	   561.030	   222.049	       3
       572	    18.647	   519.352	       3
       590	   800.633	   785.296	       3
       225	   232.974	    22.330	       3
       993	   807.105	   324.362	       3
       763	   387.861	   872.922	       3
       513	   863.542	   844.710	       3
       488	   747.122	   538.441	       3
       874	   556.240	   866.608	       3
        96	   136.455	   949.806	       3
       151	    59.918	   826.407	       3
       403	   121.343	   854.115	       3
        17	    44.552	    98.743	       3
       329	   107.494	   651.304	       3
       839	   225.709	   703.517	       3
       544	   712.989	   610.241	       3
       323	   559.717	   799.615	       3
       523	    12.556	    34.571	       3
       906	    71.974	   770.239	       3
       326	   967.276	   731.729	       3
       219	   568.100	   259.698	       3
       274	   203.293	   257.069	       3
       738	   252.326	   632.303	       3
       663	   743.826	   345.297	       3
       637	   195.429	   796.589	       3
       441	   581.359	   446.146	       3
       643	   970.020	   782.749	       3
       466	   846.829	   990.472	       3
       552	   239.848	   300.248	       3
        81	   493.770	   143.006	       3
       397	   619.956	   901.308	       3
       464	   828.981	   541.559	       3
       927	   156.791	   974.740	       3
       571	    18.576	   636.604	       3
       323	    70.022	   993.913	       3
       525	   486.345	   546.071	       3
       974	   606.329	   526.426	       3
       802	   568.851	   135.428	       3
       507	   317.362	   355.705	       3
        53	   988.616	    26.219	       3
       598	   579.745	   160.395	       3
        36	   380.141	   745.637	       3
       830	   550.948	    30.400	       3
       346	   745.334	   366.543	       3
       631	   669.233	   862.346	       3
       893	   264.920	   692.678	       3
       307	    66.335	   690.942	       3
       476	   370.084	   188.637	       3
        25	   629.718	   441.904	       3
        74	   210.174	   581.577	       3
       206	   752.756	   989.752	       3
        35	    66.536	   203.906	       3
       377	   260.315	   247.733	       3
       748	   804.755	   262.173	       3
       481	   193.434	   750.172	       3
       913	   639.461	   456.975	       3
       292	   524.670	    56.929	       3
       675	   924.808	   508.516	       3
       626	   263.297	   211.960	       3
        32	    65.961	   798.604	       3
       787	   735.066	   297.331	       3
       717	   772.178	    27.606	       3
       136	   907.816	   593.432	       3
       289	   931.972	   843.840	       3
       391	    13.952	   381.016	       3
       366	   234.362	   749.858	       3
       165	   616.778	   511.141	       3
       943	   949.016	   540.952	       3
       323	   950.176	   959.434	       3
       605	   556.653	   803.961	       3
       176	   915.606	    32.323	       3
       658	   641.566	   709.387	       3
       298	   390.008	   465.001	       3
       428	   485.991	   947.549	       3
       788	   604.310	   221.433	       3
       289	   549.548	   267.072	       3
       665	   926.181	    81.474	       3
       761	   918.733	   428.619	       3
        97	   394.876	   109.019	       3
       803	   963.263	   633.787	       3
       977	   173.956	   802.963	       3
       253	   126.330	   696.800	       3
       358	   135.079	   766.211	       3
       596	   505.662	   342.454	       3
       200	    21.525	   845.851	       3
       312	   947.970	   428.769	       3
       938	   827.115	   824.010	       3
       738	    15.019	   626.496	       3
       161	   176.196	   143.423	       3
       705	   332.064	    78.387	       3
       331	   130.997	    18.333	       3
       379	   809.491	    66.725	       3
       855	   344.737	   458.584	       3
       781	   940.107	   113.342	       3
       906	   582.014	    27.783	       3
       263	   878.832	   754.861	       3
       471	   844.734	   394.850	       3
       784	   905.392	   746.938	       3
       574	   459.880	   452.405	       3
       479	   546.347	   450.087	       3
       464	   798.604	   478.073	       3
       524	   285.719	   474.004	       3
       598	   490.254	   803.163	       3
       997	   599.110	   402.393	       3
       159	    15.533	   904.686	       3
       725	   593.481	    37.061	       3
       273	   433.676	   773.874	       3
        87	   807.361	   125.641	       3
       722	   315.245	   618.514	       3
        85	   892.889	    10.364	       3
       342	   577.857	   538.627	       3
        53	   184.010	     3.018	       3
       542	   787.929	   951.194	       3
       552	   612.031	   905.402	       3
       558	    53.909	   795.967	       3
       881	   420.194	   915.274	       3
       785	   679.069	   145.558	       3
       823	   918.602	   157.730	       3
       974	     0.402	   187.632	       3
       579	   976.759	   622.496	       3
       762	   376.580	   905.809	       3
       518	   973.784	   989.955	       3
       220	   604.716	   711.122	       3
       106	   828.846	   731.800	       3
       279	   574.712	   909.293	       3
        20	   628.076	   400.874	       3
       289	   285.576	   249.851	       3
       902	   586.833	   173.430	       3
       859	   750.022	   119.457	       3
       913	   858.314	   812.611	       3
       899	   755.082	   146.792	       3
       162	   698.057	   264.297	       3
       724	   864.479	   819.089	       3
       486	   322.681	   310.587	       3
       670	   670.789	   982.417	       3
       426	   450.874	   266.639	       3
       150	   382.103	   533.653	       3
       203	   410.811	   314.467	       3
       616	   401.480	   910.773	       3
       582	   317.384	   366.557	       3
       499	   621.919	   433.592	       3
       162	   430.247	   512.293	       3
