50	50	5	2000	
        47	    85.044	   927.509	       7
       245	    39.055	   347.766	       7
       918	   169.830	   750.812	       7
        82	   878.143	   725.998	       7
       777	    98.347	   883.306	       7
       915	   421.108	   623.672	       7
       725	   957.890	   750.942	       7
       655	   533.165	   348.898	       7
       857	   691.877	   269.928	       7
       970	   315.516	   895.886	       7
       154	   686.501	   428.091	       7
       139	   834.626	   964.840	       7
       982	    18.288	   663.441	       7
       593	   750.144	   621.696	       7
       759	   988.861	   114.746	       7
       518	   748.166	   949.489	       7
       400	   280.444	   449.912	       7
       291	   789.279	   578.390	       7
       188	   103.226	   408.137	       7
       286	   447.894	   237.027	       7
       264	   908.596	   903.380	       7
       367	   293.614	   573.679	       7
       924	   287.775	     2.870	       7
       478	   130.029	   617.145	       7
       917	    19.367	   326.645	       7
       262	   678.836	   527.058	       7
       500	   211.628	   885.942	       7
       678	   265.547	   357.270	       7
       935	   491.573	   908.535	       7
       408	    53.363	   623.360	       7
       572	   574.118	    15.821	       7
       590	   146.729	   929.437	       7
       225	   589.306	   690.897	       7
       993	   699.758	   997.323	       7
       763	   102.334	   172.341	       7
       513	   414.056	   137.136	       7
       488	   694.400	   932.595	       7
       874	   414.179	   696.818	       7
        96	    49.953	    66.000	       7
       151	   535.896	   755.463	       7
       403	   663.795	   753.876	       7
        17	   514.889	   923.025	       7
       329	   944.595	   711.525	       7
       839	   586.555	   124.271	       7
       544	   903.402	    19.880	       7
       323	   137.475	    26.211	       7
       523	   139.276	    28.306	       7
       906	   807.391	   246.211	       7
       326	   397.677	   860.028	       7
       219	   165.354	   538.831	       7
   552.822	   669.233
   842.031	   264.920
   124.173	    66.335
   279.184	   370.084
   585.759	   629.718
   969.596	   210.174
   561.030	   752.756
    18.647	    66.536
   800.633	   260.315
   232.974	   804.755
   807.105	   193.434
   387.861	   639.461
   863.542	   524.670
   747.122	   924.808
   556.240	   263.297
   136.455	    65.961
    59.918	   735.066
   121.343	   772.178
    44.552	   907.816
   107.494	   931.972
   225.709	    13.952
   712.989	   234.362
   559.717	   616.778
    12.556	   949.016
    71.974	   950.176
   967.276	   556.653
   568.100	   915.606
   203.293	   641.566
   252.326	   390.008
   743.826	   485.991
   195.429	   604.310
   581.359	   549.548
   970.020	   926.181
   846.829	   918.733
   239.848	   394.876
   493.770	   963.263
   619.956	   173.956
   828.981	   126.330
   156.791	   135.079
    18.576	   505.662
    70.022	    21.525
   486.345	   947.970
   606.329	   827.115
   568.851	    15.019
   317.362	   176.196
   988.616	   332.064
   579.745	   130.997
   380.141	   809.491
   550.948	   344.737
   745.334	   940.107
    73.366	   349.241
   698.827	   628.265
   914.929	   192.808
   770.180	   780.519
   670.264	   167.712
