200	50	5	2000	
        47	   357.270	   569.494	       4
       245	   908.535	   160.971	       4
       918	   623.360	   466.880	       4
        82	    15.821	   345.172	       4
       777	   929.437	   225.040	       4
       915	   690.897	   592.512	       4
       725	   997.323	   312.270	       4
       655	   172.341	   916.306	       4
       857	   137.136	   909.636	       4
       970	   932.595	   257.118	       4
       154	   696.818	   110.891	       4
       139	    66.000	   192.963	       4
       982	   755.463	   499.584	       4
       593	   753.876	   728.586	       4
       759	   923.025	   208.194	       4
       518	   711.525	   248.034	       4
       400	   124.271	   851.672	       4
       291	    19.880	   415.849	       4
       188	    26.211	   616.685	       4
       286	    28.306	   233.666	       4
       264	   246.211	   101.967	       4
       367	   860.028	   515.857	       4
       924	   538.831	   477.141	       4
       478	   552.822	   152.672	       4
       917	   842.031	   621.806	       4
       262	   124.173	   544.010	       4
       500	   279.184	   654.137	       4
       678	   585.759	   144.546	       4
       935	   969.596	   751.528	       4
       408	   561.030	   222.049	       4
       572	    18.647	   519.352	       4
       590	   800.633	   785.296	       4
       225	   232.974	    22.330	       4
       993	   807.105	   324.362	       4
       763	   387.861	   872.922	       4
       513	   863.542	   844.710	       4
       488	   747.122	   538.441	       4
       874	   556.240	   866.608	       4
        96	   136.455	   949.806	       4
       151	    59.918	   826.407	       4
       403	   121.343	   854.115	       4
        17	    44.552	    98.743	       4
       329	   107.494	   651.304	       4
       839	   225.709	   703.517	       4
       544	   712.989	   610.241	       4
       323	   559.717	   799.615	       4
       523	    12.556	    34.571	       4
       906	    71.974	   770.239	       4
       326	   967.276	   731.729	       4
       219	   568.100	   259.698	       4
       274	   203.293	   257.069	       4
       738	   252.326	   632.303	       4
       663	   743.826	   345.297	       4
       637	   195.429	   796.589	       4
       441	   581.359	   446.146	       4
       643	   970.020	   782.749	       4
       466	   846.829	   990.472	       4
       552	   239.848	   300.248	       4
        81	   493.770	   143.006	       4
       397	   619.956	   901.308	       4
       464	   828.981	   541.559	       4
       927	   156.791	   974.740	       4
       571	    18.576	   636.604	       4
       323	    70.022	   993.913	       4
       525	   486.345	   546.071	       4
       974	   606.329	   526.426	       4
       802	   568.851	   135.428	       4
       507	   317.362	   355.705	       4
        53	   988.616	    26.219	       4
       598	   579.745	   160.395	       4
        36	   380.141	   745.637	       4
       830	   550.948	    30.400	       4
       346	   745.334	   366.543	       4
       631	   669.233	   862.346	       4
       893	   264.920	   692.678	       4
       307	    66.335	   690.942	       4
       476	   370.084	   188.637	       4
        25	   629.718	   441.904	       4
        74	   210.174	   581.577	       4
       206	   752.756	   989.752	       4
        35	    66.536	   203.906	       4
       377	   260.315	   247.733	       4
       748	   804.755	   262.173	       4
       481	   193.434	   750.172	       4
       913	   639.461	   456.975	       4
       292	   524.670	    56.929	       4
       675	   924.808	   508.516	       4
       626	   263.297	   211.960	       4
        32	    65.961	   798.604	       4
       787	   735.066	   297.331	       4
       717	   772.178	    27.606	       4
       136	   907.816	   593.432	       4
       289	   931.972	   843.840	       4
       391	    13.952	   381.016	       4
       366	   234.362	   749.858	       4
       165	   616.778	   511.141	       4
       943	   949.016	   540.952	       4
       323	   950.176	   959.434	       4
       605	   556.653	   803.961	       4
       176	   915.606	    32.323	       4
       658	   641.566	   709.387	       4
       298	   390.008	   465.001	       4
