200	25	3	2000	
        47	   357.270	   569.494	       5
       245	   908.535	   160.971	       5
       918	   623.360	   466.880	       5
        82	    15.821	   345.172	       5
       777	   929.437	   225.040	       5
       915	   690.897	   592.512	       5
       725	   997.323	   312.270	       5
       655	   172.341	   916.306	       5
       857	   137.136	   909.636	       5
       970	   932.595	   257.118	       5
       154	   696.818	   110.891	       5
       139	    66.000	   192.963	       5
       982	   755.463	   499.584	       5
       593	   753.876	   728.586	       5
       759	   923.025	   208.194	       5
       518	   711.525	   248.034	       5
       400	   124.271	   851.672	       5
       291	    19.880	   415.849	       5
       188	    26.211	   616.685	       5
       286	    28.306	   233.666	       5
       264	   246.211	   101.967	       5
       367	   860.028	   515.857	       5
       924	   538.831	   477.141	       5
       478	   552.822	   152.672	       5
       917	   842.031	   621.806	       5
       262	   124.173	   544.010	       5
       500	   279.184	   654.137	       5
       678	   585.759	   144.546	       5
       935	   969.596	   751.528	       5
       408	   561.030	   222.049	       5
       572	    18.647	   519.352	       5
       590	   800.633	   785.296	       5
       225	   232.974	    22.330	       5
       993	   807.105	   324.362	       5
       763	   387.861	   872.922	       5
       513	   863.542	   844.710	       5
       488	   747.122	   538.441	       5
       874	   556.240	   866.608	       5
        96	   136.455	   949.806	       5
       151	    59.918	   826.407	       5
       403	   121.343	   854.115	       5
        17	    44.552	    98.743	       5
       329	   107.494	   651.304	       5
       839	   225.709	   703.517	       5
       544	   712.989	   610.241	       5
       323	   559.717	   799.615	       5
       523	    12.556	    34.571	       5
       906	    71.974	   770.239	       5
       326	   967.276	   731.729	       5
       219	   568.100	   259.698	       5
       274	   203.293	   257.069	       5
       738	   252.326	   632.303	       5
       663	   743.826	   345.297	       5
       637	   195.429	   796.589	       5
       441	   581.359	   446.146	       5
       643	   970.020	   782.749	       5
       466	   846.829	   990.472	       5
       552	   239.848	   300.248	       5
        81	   493.770	   143.006	       5
       397	   619.956	   901.308	       5
       464	   828.981	   541.559	       5
       927	   156.791	   974.740	       5
       571	    18.576	   636.604	       5
       323	    70.022	   993.913	       5
       525	   486.345	   546.071	       5
       974	   606.329	   526.426	       5
       802	   568.851	   135.428	       5
       507	   317.362	   355.705	       5
        53	   988.616	    26.219	       5
       598	   579.745	   160.395	       5
        36	   380.141	   745.637	       5
       830	   550.948	    30.400	       5
       346	   745.334	   366.543	       5
       631	   669.233	   862.346	       5
       893	   264.920	   692.678	       5
       307	    66.335	   690.942	       5
       476	   370.084	   188.637	       5
        25	   629.718	   441.904	       5
        74	   210.174	   581.577	       5
       206	   752.756	   989.752	       5
        35	    66.536	   203.906	       5
       377	   260.315	   247.733	       5
       748	   804.755	   262.173	       5
       481	   193.434	   750.172	       5
       913	   639.461	   456.975	       5
       292	   524.670	    56.929	       5
       675	   924.808	   508.516	       5
       626	   263.297	   211.960	       5
        32	    65.961	   798.604	       5
       787	   735.066	   297.331	       5
       717	   772.178	    27.606	       5
       136	   907.816	   593.432	       5
       289	   931.972	   843.840	       5
       391	    13.952	   381.016	       5
       366	   234.362	   749.858	       5
       165	   616.778	   511.141	       5
       943	   949.016	   540.952	       5
       323	   950.176	   959.434	       5
       605	   556.653	   803.961	       5
       176	   915.606	    32.323	       5
       658	   641.566	   709.387	       5
       298	   390.008	   465.001	       5
       428	   485.991	   947.549	       5
       788	   604.310	   221.433	       5
       289	   549.548	   267.072	       5
       665	   926.181	    81.474	       5
       761	   918.733	   428.619	       5
        97	   394.876	   109.019	       5
       803	   963.263	   633.787	       5
       977	   173.956	   802.963	       5
       253	   126.330	   696.800	       5
       358	   135.079	   766.211	       5
       596	   505.662	   342.454	       5
       200	    21.525	   845.851	       5
       312	   947.970	   428.769	       5
       938	   827.115	   824.010	       5
       738	    15.019	   626.496	       5
       161	   176.196	   143.423	       5
       705	   332.064	    78.387	       5
       331	   130.997	    18.333	       5
       379	   809.491	    66.725	       5
       855	   344.737	   458.584	       5
       781	   940.107	   113.342	       5
       906	   582.014	    27.783	       5
       263	   878.832	   754.861	       5
       471	   844.734	   394.850	       5
       784	   905.392	   746.938	       5
       574	   459.880	   452.405	       5
       479	   546.347	   450.087	       5
       464	   798.604	   478.073	       5
       524	   285.719	   474.004	       5
       598	   490.254	   803.163	       5
       997	   599.110	   402.393	       5
       159	    15.533	   904.686	       5
       725	   593.481	    37.061	       5
       273	   433.676	   773.874	       5
        87	   807.361	   125.641	       5
       722	   315.245	   618.514	       5
        85	   892.889	    10.364	       5
       342	   577.857	   538.627	       5
        53	   184.010	     3.018	       5
       542	   787.929	   951.194	       5
       552	   612.031	   905.402	       5
       558	    53.909	   795.967	       5
       881	   420.194	   915.274	       5
       785	   679.069	   145.558	       5
       823	   918.602	   157.730	       5
       974	     0.402	   187.632	       5
       579	   976.759	   622.496	       5
       762	   376.580	   905.809	       5
       518	   973.784	   989.955	       5
       220	   604.716	   711.122	       5
       106	   828.846	   731.800	       5
       279	   574.712	   909.293	       5
        20	   628.076	   400.874	       5
       289	   285.576	   249.851	       5
       902	   586.833	   173.430	       5
       859	   750.022	   119.457	       5
       913	   858.314	   812.611	       5
       899	   755.082	   146.792	       5
       162	   698.057	   264.297	       5
       724	   864.479	   819.089	       5
       486	   322.681	   310.587	       5
       670	   670.789	   982.417	       5
       426	   450.874	   266.639	       5
       150	   382.103	   533.653	       5
       203	   410.811	   314.467	       5
       616	   401.480	   910.773	       5
       582	   317.384	   366.557	       5
       499	   621.919	   433.592	       5
       162	   430.247	   512.293	       5
       348	   973.802	   938.886	       5
       893	   677.801	    30.949	       5
       875	   198.570	   716.879	       5
       140	   426.701	   891.019	       5
       502	   343.346	    27.287	       5
       742	   797.639	   522.051	       5
       625	   879.998	   325.990	       5
       876	   903.842	   859.489	       5
       276	   662.720	   558.517	       5
       704	   270.208	   690.228	       5
       874	   252.367	   452.853	       5
       499	   854.898	   628.309	       5
       860	   527.715	   290.097	       5
       480	   802.161	     9.349	       5
       208	   572.489	   576.756	       5
       716	   733.143	   311.444	       5
       337	   519.012	   517.268	       5
       186	   770.884	   916.406	       5
       576	   568.858	   426.475	       5
        25	   465.710	   247.396	       5
       911	   342.689	   371.294	       5
       411	    68.209	   931.861	       5
       180	   377.924	   936.868	       5
        30	    79.626	   844.330	       5
       640	   982.817	   920.207	       5
       954	   181.613	   227.900	       5
       288	   811.859	    87.482	       5
       495	   874.962	   227.310	       5
       919	   688.413	   314.377	       5
   174.766	   451.733
   607.094	   375.435
   413.586	   975.350
   816.352	   167.983
   185.130	   972.788
   701.877	   767.475
   240.356	   824.238
   574.219	   632.616
   348.988	   668.733
    56.964	   476.882
   228.814	    13.136
   664.103	   353.006
   497.250	   492.072
   519.016	   730.091
   174.720	   468.628
   570.716	   457.405
   996.753	   137.663
   816.835	    10.889
   594.373	   758.278
   975.989	   319.953
   901.563	   984.383
   595.608	   220.234
    32.426	   338.708
    93.577	   523.896
    65.372	   754.891
    73.366	   349.241
   698.827	   628.265
   914.929	   192.808
